,title,rating,pick_or_not,byline,headline,pub_date,open_date
712,It is Fine! EVERYTHING IS FINE.,,0,LAURA KERN,Fantasies Without Bounds for a Lothario With Limits,2007-11-21,2007-11-21
713,This Christmas,PG-13,0,LAURA KERN,A Stocking-Stuffer Idea: Lots of Old Resentments,2007-11-21,2007-11-21
714,August Rush,PG,0,STEPHEN HOLDEN,Is That Music We Hear or a Tyke’s Beating Heart?,2007-11-21,2007-11-21
715,The Life of Reilly,Not Rated,0,MATT ZOLLER SEITZ,Beyond the Kitsch,2007-11-16,
716,Redacted,R,0,A. O. SCOTT,"Rage, Fear and Revulsion: At War With the War",2007-11-16,
717,Park,R,0,JEANNETTE CATSOULIS,A Very Long Lunch Hour,2007-11-16,
718,Margot at the Wedding,R,0,A. O. SCOTT,"Dearly Beloved, We Are Gathered Here Today to Rend One Another Apart",2007-11-16,2007-12-14
719,Mr. Magorium's Wonder Emporium,G,0,STEPHEN HOLDEN,Cherishing the Fantasy in 6-Year-Olds of All Ages,2007-11-16,2007-11-16
720,How to Cook Your Life,PG-13,0,JEANNETTE CATSOULIS,A Tasty Road to Enlightenment,2007-11-16,
721,Love in the Time of Cholera,R,0,STEPHEN HOLDEN,"50 Years and 600 Women Later, True Love",2007-11-16,2007-11-16
722,What Would Jesus Buy?,PG,0,LAURA KERN,The Gospel of Stop Shopping,2007-11-16,
723,Beowulf,PG-13,0,MANOHLA DARGIS,"Confronting the Fabled Monster, Not to Mention His Naked Mom",2007-11-16,2007-11-16
724,Southland Tales,R,1,MANOHLA DARGIS,Apocalypse Soon: A Mushroom Cloud Doesn’t Stall 2008 Electioneering,2007-11-14,
725,Sommaren Med Monika,R,1,MANOHLA DARGIS,"After 5 Decades, Still Igniting the Screen",2007-11-14,
726,I for India,,1,JEANNETTE CATSOULIS,"Home Is Where the Heart Is, but Then the Heart Moves",2007-11-14,2007-11-14
727,No Country for Old Men,R,1,A. O. SCOTT,"He Found a Bundle of Money, and Now There’s Hell to Pay",2007-11-09,2007-11-21
728,War/Dance,PG-13,0,STEPHEN HOLDEN,Musical Dreams After Nightmares,2007-11-09,
729,Steal a Pencil for Me,,0,MATT ZOLLER SEITZ,Graphic Horrors and Private Dramas,2007-11-09,
730,The Sacred Family,,0,LAURA  KERN,Repressed Desires and Sexual Frankness,2007-11-09,2007-11-09
731,Saawariya,PG,0,A. O. SCOTT,Dostoyevsky With Bollywood Style,2007-11-09,
732,P2,R,0,JEANNETTE CATSOULIS,A Bad Day at the Office,2007-11-09,2007-11-09
733,Lions for Lambs,R,0,MANOHLA DARGIS,"Hearts and Minds: Senator Meets Reporter, Selling a New, Improved War",2007-11-09,2007-11-09
734,Holly,R,0,JEANNETTE CATSOULIS,Righting Human Wrongs,2007-11-09,
735,Fred Claus,PG,0,MANOHLA DARGIS,The Dependent Claus,2007-11-09,2007-11-09
736,Cocalero,,0,NEIL GENZLINGER,A Scrappy Tale of a Presidential Campaign,2007-11-09,2007-11-09
737,Choking Man,,0,MATT ZOLLER SEITZ,Damaged Perceptions,2007-11-09,
738,My Name Is Albert Ayler,,0,MATT ZOLLER SEITZ,"Free-Jazz Pioneer, Aware of His Legacy",2007-11-08,2007-11-08
739,Note By Note: The Making of Steinway L1037,Not Rated,0,STEPHEN HOLDEN,What’s Black and White and Made in Queens?,2007-11-07,
740,Glass Lips,,0,JEANNETTE CATSOULIS,"Telling a Tale of Torment, Wordlessly",2007-11-07,2007-11-07
741,Joe Strummer:  The Future is Unwritten,Not Rated,1,A. O. SCOTT,"Friends Sitting Around a Campfire, Telling Stories About a Legend",2007-11-02,
742,Sharkwater,PG,1,MATT ZOLLER SEITZ,Cut the Scary Music: Here Sharks Are More Endangered Than Dangerous,2007-11-02,2007-11-02
743,Martian Child,PG,0,MANOHLA DARGIS,"Man Meets Boy, Surrenders Heart",2007-11-02,2007-11-02
744,Love and Honor,PG-13,0,JEANNETTE CATSOULIS,Struggling Against Circumstance,2007-11-02,2007-11-02
745,American Gangster,R,0,MANOHLA DARGIS,"Sweet, Bloody Smell of Success",2007-11-02,2007-11-02
746,Fat Girls,R,0,STEPHEN HOLDEN,Broad Comedy,2007-11-02,
747,Darfur Now,PG,0,STEPHEN HOLDEN,"Darfur’s Many Horrors, and Glimmers of Hope",2007-11-02,
748,Confessions of a Superhero,R,0,MATT ZOLLER SEITZ,Of Birds and Planes,2007-11-02,2007-11-02
749,Bee Movie,PG,0,A. O. SCOTT,A Drone No More: No Hive for Him!,2007-11-02,2007-11-02
750,Saw IV,R,0,JEANNETTE CATSOULIS,"Dismemberment Entree, Heaping Side of Screams",2007-10-27,2007-10-26
751,Lynch,Not Rated,1,MANOHLA DARGIS,"A Man, His Movies and, Sometimes, His Monkey",2007-10-26,
752,Before the Devil Knows You're Dead,R,1,A. O. SCOTT,"Robbing a Mom and Pop Store, Too Close to Home",2007-10-26,2007-12-07
753,Music Within,R,0,MATT ZOLLER  SEITZ,How a Hero Hears the World,2007-10-26,
754,Mr. Untouchable,R,0,A. O. SCOTT,"Loud, Proud and Busted: 3 Decades and No Regret",2007-10-26,
755,Slipstream,R,0,STEPHEN HOLDEN,All the World’s a Soundstage for the Writer-Director-Star,2007-10-26,
756,Pete Seeger: The Power of Song,PG,0,A. O. SCOTT,Hammering Out Songs of Freedom (and Nuance),2007-10-26,
757,Rails & Ties,PG-13,0,MANOHLA DARGIS,A Collision Course and Its Outcome,2007-10-26,
758,Jimmy Carter Man from Plains,PG,0,MANOHLA DARGIS,On the Road to Legacy With an Ex-President,2007-10-26,
759,Total Denial,,0,LAURA KERN,Repression and Oppression Collide,2007-10-26,2007-08-01
760,Dan in Real Life,PG-13,0,A. O. SCOTT,A Family Just Like Yours (if You Lived in a Movie),2007-10-26,2007-10-26
761,Bella,PG-13,0,STEPHEN   HOLDEN,An Urban Fairy Tale,2007-10-26,2007-11-30
762,Lagerfeld Confidential,,0,STEPHEN HOLDEN,"Chanel’s Visionary, Holding Forth From His Designer Throne",2007-10-24,2007-10-24
763,The Living and the Dead,Not Rated,0,JEANNETTE CATSOULIS,Family Values Gone Awry in a Cavernous Mansion,2007-10-24,
764,Sarah Landon and the Paranormal Hour,PG,0,ANDY WEBSTER,"This Is, Like, Spooky Stuff",2007-10-20,2007-10-19
765,The Comebacks,R,0,MATT ZOLLER SEITZ,Stumbling at the Goal Line,2007-10-20,2007-10-19
766,Wristcutters: A Love Story,R,1,A. O. SCOTT,Life’s a Little Bit Worse Now That They’re Dead,2007-10-19,2007-11-02
767,DarkBlueAlmostBlack,,1,JEANNETTE CATSOULIS,Trapped by Circumstance,2007-10-19,2007-10-19
768,Gone Baby Gone,R,1,MANOHLA DARGIS,Human Frailty and Pain on Boston’s Mean Streets,2007-10-19,2007-10-19
769,Things We Lost in the Fire,R,0,STEPHEN HOLDEN,An Addict and a Widow With a Lot of Pain to Heal,2007-10-19,2007-10-19
770,30 Days of Night,R,0,MATT ZOLLER SEITZ,Seeing Red in the Darkness,2007-10-19,2007-10-19
771,Reservation Road,R,0,MANOHLA DARGIS,"Two Fathers, Facing Different Anguish",2007-10-19,
772,Rendition,R,0,A. O. SCOTT,When a Single Story Has a Thousand Sides,2007-10-19,2007-10-19
773,Meeting Resistance,,0,MATT ZOLLER SEITZ,"Iraqi Insurgents, in Their Own Words",2007-10-19,
774,Out of the Blue: A Film About Life and Football at Boise State,,0,MATT ZOLLER SEITZ,A Rampage That Shook New Zealand,2007-10-19,
775,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,,0,STEPHEN HOLDEN,A Collector and His Polaroid Passions,2007-10-19,2007-10-19
776,Trigger Man,,1,JEANNETTE CATSOULIS,"Sometimes in the Woods, Hunters Become the Hunted",2007-10-17,2007-10-17
777,Dead Man's Bounty,R,0,MANOHLA DARGIS,"Tumbleweeds, Sagebrush and Kielbasa on the Range",2007-10-17,
778,Klimt,,0,STEPHEN HOLDEN,Portrait of a Ladies’ Man,2007-10-17,
779,O Jerusalem,R,0,JEANNETTE CATSOULIS,Carefully Taking a Cool Look at a Topic That’s Always Hot,2007-10-17,
780,Why Did I Get Married?,PG-13,0,JEANNETTE CATSOULIS,Four Couples Gather to Ask One Question: Can’t We All Just Get Along?,2007-10-13,2007-10-12
781,Laaga Chunari Mein Daag,,0,RACHEL SALTZ,She’s Fallen but Not Down,2007-10-13,
782,Terror's Advocate,Not Rated,1,A. O. SCOTT,Building a Case Against the Worldly Lawyer to the Notorious,2007-10-12,
783,Sleuth,R,0,MANOHLA DARGIS,"A Dance of Two Men, Twisting and Turning With a Gun That’s More Than a Gun",2007-10-12,
784,We Own the Night,R,0,A. O. SCOTT,"2 Brothers, and the Mob in the Middle",2007-10-12,2007-10-12
785,Naked Boys Singing!,,0,JEANNETTE CATSOULIS,Swinging Singers,2007-10-12,
786,Lars and the Real Girl,PG-13,0,MANOHLA DARGIS,A Lonely Guy Plays House With a Mail-Order Sex Doll,2007-10-12,2007-11-02
787,Khadak,,0,MATT ZOLLER SEITZ,Ecological and Religious Dimensions,2007-10-12,
788,Elizabeth: The Golden Age,PG-13,0,MANOHLA DARGIS,"Now, Warrior",2007-10-12,2007-10-12
789,King Corn,Not Rated,0,MATT ZOLLER SEITZ,Lost in the Maize,2007-10-12,
790,Canvas,PG-13,0,STEPHEN HOLDEN,"Illness Rends One Mind, Three Hearts",2007-10-12,
791,Control,R,1,A. O. SCOTT,"Haunting Songs of Heartbreak, Done by a Man With Experience",2007-10-10,
792,Golda's Balcony,,0,JEANNETTE CATSOULIS,A Formidable Legacy and a Heavy Heart,2007-10-10,
793,Feel The Noise,PG-13,0,ANDY WEBSTER,Rapper Meets Reggaetón (and Girl),2007-10-06,2007-10-05
794,Strange Culture,,1,JEANNETTE CATSOULIS,Suspicious and Curious Acts,2007-10-05,2007-10-05
795,Michael Clayton,R,1,MANOHLA DARGIS,They Call Him the Fixer in a World That’s a Mess,2007-10-05,2007-10-12
796,The Seeker,PG,0,JEANNETTE CATSOULIS,Fighting for the Light,2007-10-05,2007-10-05
797,My Kid Could Paint That,PG-13,0,A. O. SCOTT,"A Child and Her Art, and the Bigger Picture",2007-10-05,
798,The Good Night,R,0,STEPHEN HOLDEN,"Facing Dreams, Reality and the Music",2007-10-05,
799,Sea Monsters: A Prehistoric Adventure,Not Rated,0,MATT ZOLLER SEITZ,B. C. in 3-D,2007-10-05,2007-10-05
800,The Heartbreak Kid,R,0,A. O. SCOTT,"The Seven-Year Itch, Days After the Wedding",2007-10-05,2007-10-05
801,Finishing the Game,Not Rated,0,JEANNETTE CATSOULIS,Parody and Tight Jumpsuits,2007-10-05,
802,Broken,R,0,STEPHEN HOLDEN,Meeting Mr. Wrong,2007-10-05,
803,For The Bible Tells Me So,Not Rated,0,MATT ZOLLER SEITZ,Bible Lesson in Gay Rights,2007-10-05,2007-10-05
804,Desert Bayou,Not Rated,0,MATT ZOLLER SEITZ,Lost in Utah,2007-10-05,2007-10-05
805,The Girl Next Door,R,0,NEIL GENZLINGER,A Neighbor’s-Eye View of Deep Depravity,2007-10-03,
806,Lake of Fire,Not Rated,0,MANOHLA DARGIS,Abortion as a Front Line in the Culture Wars,2007-10-03,
807,Kurt Cobain About A Son,,0,MANOHLA DARGIS,The Voice of a Rock Star in His Twilight,2007-10-03,2007-10-03
808,Outsourced,PG-13,1,MATT ZOLLER SEITZ,Life Lessons in a Global Marketplace,2007-09-28,
809,Trade,R,0,JEANNETTE CATSOULIS,Paying the Price,2007-09-28,
810,The Price of Sugar,Not Rated,0,STEPHEN HOLDEN,Sugar Cane’s Bitter Harvest in the Dominican Republic,2007-09-28,
811,"Lust, Caution",NC-17,0,MANOHLA DARGIS,A Cad and a Femme Fatale Simmer,2007-09-28,2007-10-26
812,The Kingdom,R,0,A. O. SCOTT,F.B.I. Agents Solve the Terrorist Problem,2007-09-28,2007-09-28
813,The Game Plan,PG,0,MATT ZOLLER SEITZ,Quarterback With a Parenting Knack,2007-09-28,2007-09-28
814,Freshman Orientation,R,0,JEANNETTE CATSOULIS,The Malleable Nature of Sexuality,2007-09-28,
815,Feast of Love,R,0,STEPHEN HOLDEN,"What Kind of Fool Is Love? No Matter, the Search Is On",2007-09-28,2007-09-28
816,The Darjeeling Limited,R,0,A. O. SCOTT,"Brothers, and Their Baggage, in India",2007-09-28,2007-10-26
817,Banished: How Whites Drove Blacks Out of Town in America,,1,MANOHLA DARGIS,"When Jim Crow Came to Town, With Eviction Notices",2007-09-26,
818,Resident Evil: Extinction,R,0,MATT ZOLLER SEITZ,Las Vegas Under Siege by Zombies and a Mutant,2007-09-24,2007-09-21
819,Into the Wild,R,1,A. O. SCOTT,Following His Trail to Danger and Joy,2007-09-21,2007-10-19
820,Antonia,PG-13,1,JEANNETTE CATSOULIS,Rap Away the Tears,2007-09-21,2007-09-21
821,Sydney White,PG-13,0,LAURA KERN,A Bashful Young Fairy Tale,2007-09-21,2007-09-21
822,Quixotic/Honor de Cavalleria,,0,MATT ZOLLER SEITZ,Reflections of Don Quixote,2007-09-21,2007-09-21
823,The Man of My Life,Not Rated,0,STEPHEN HOLDEN,Old-Style Male Bonding Turns Toward the Tender,2007-09-21,2007-09-21
824,Good Luck Chuck,R,0,A. O. SCOTT,Topless Girls! (And Other Things Far Too Wildly Hilarious to Mention),2007-09-21,2007-09-21
825,The Jane Austen Book Club,PG-13,0,STEPHEN HOLDEN,"Bibliophiles With Pride and Prejudice, Some in Need of Gentle Persuasion",2007-09-21,2007-10-05
826,The Assassination of Jesse James by the Coward Robert Ford,R,0,MANOHLA DARGIS,"Good, Bad or Ugly: A Legend Shrouded in Gunsmoke Remains Hazy",2007-09-21,2007-10-19
827,Adrift in Manhattan,R,0,JEANNETTE CATSOULIS,Urban Woe,2007-09-21,
828,The Last Winter,Not Rated,1,MANOHLA DARGIS,That Red on White Is Blood on Snow,2007-09-19,
829,My Name Is Alan and I Paint Pictures,Not Rated,0,MATT ZOLLER SEITZ,Using Art to Exorcise His Demons,2007-09-19,2007-09-19
830,Beauty Remains,,0,MATT ZOLLER SEITZ,A China of Ripeness and Rigidity,2007-09-19,
831,Dragon Wars,PG-13,0,ANDY WEBSTER,Who Needs Plot When You’ve Got Dragons?,2007-09-15,2007-09-14
832,Across the Universe,PG-13,1,STEPHEN HOLDEN,Lovers in the ’60s Take a Magical Mystery Tour,2007-09-14,2007-10-12
833,Toots,,1,LAURA KERN,A Saloonkeeper Extraordinaire,2007-09-14,2007-09-14
834,Eastern Promises,R,1,A. O. SCOTT,"On London’s Underside, Where Slavery Survives",2007-09-14,2007-09-21
835,Darkon,,1,JEANNETTE CATSOULIS,Weekend Warriors,2007-09-14,
836,Angels in the Dust,Not Rated,1,LAURA KERN,A Challenged Existence and a Ray of Hope,2007-09-14,2007-09-14
837,Mr. Woodcock,PG-13,0,MATT  ZOLLER  SEITZ,Gym Class Becomes Boot Camp,2007-09-14,2007-09-14
838,The Great World of Sound,R,0,A. O. SCOTT,"With a Song in Their Hearts, They Are Prey",2007-09-14,
839,Silk,R,0,STEPHEN HOLDEN,To Japan and Back for Eggs,2007-09-14,2007-09-21
840,King of California,PG-13,0,STEPHEN HOLDEN,A Determined Bipolar Dad in Search of Buried Treasure,2007-09-14,
841,The Rape of Europa,Not Rated,0,RACHEL SALTZ,"Art, Lost and Found",2007-09-14,
842,In the Valley of Elah,R,0,A. O. SCOTT,Seeking Clues to a Son’s Death and a War’s Meaning,2007-09-14,2007-09-28
843,December Boys,PG-13,0,JEANNETTE CATSOULIS,An Orphan of the Muggle Variety,2007-09-14,
844,The Brave One,R,0,A. O. SCOTT,Packing Heat After a Coldhearted Crime,2007-09-14,2007-09-14
845,Ira & Abby,R,0,JEANNETTE CATSOULIS,Out of His Navel and Into a Life,2007-09-14,
846,Wool 100%,,0,MATT ZOLLER SEITZ,Only Reality Is Discarded by a Pair of Pack-Rat Sisters,2007-09-12,
847,Helvetica,,0,MATT ZOLLER SEITZ,The Life and Times of a Typeface,2007-09-12,2007-09-12
848,Forever,Not Rated,0,RACHEL SALTZ,"Beauty and Art, Among the Dead in Paris",2007-09-12,2007-09-12
849,Romance and Cigarettes,R,1,STEPHEN HOLDEN,Blue Collar Guy Loses His Heart and Ruins His Lungs,2007-09-07,
850,In the Shadow of the Moon,PG,1,STEPHEN HOLDEN,When the Moon Was a Matter of Pride,2007-09-07,
851,The Bubble,Not Rated,1,JEANNETTE CATSOULIS,The Warmth of Comfort Zones,2007-09-07,2007-09-07
852,3:10 to Yuma,R,0,A. O. SCOTT,"In the Ol’ West, a Very Tough Commute",2007-09-07,2007-09-07
853,The Brothers Solomon,R,0,MATT ZOLLER SEITZ,Sexually Inexperienced and Repellently Awkward,2007-09-07,2007-09-07
854,The Unknown Soldier,,0,A. O. SCOTT,Disturbing the Guilty Archives of the Wehrmacht,2007-09-07,2007-09-07
855,Shoot 'em Up,R,0,A. O. SCOTT,"Never Mind Those Bullets, a Newborn Needs Rescuing",2007-09-07,2007-09-07
856,Milarepa,PG,0,LAURA KERN,A Mystic’s Early Life,2007-09-07,
857,The Hunting Party,R,0,MANOHLA DARGIS,Three Journalists Find Fear and Loathing on a Serbian War Criminal’s Trail,2007-09-07,2007-09-21
858,Hatchet,R,0,JEANNETTE CATSOULIS,A Cut Below,2007-09-07,
859,The Inner Life of Martin Frost,,0,MATT ZOLLER SEITZ,The Affairs of a Novelist,2007-09-07,
860,Fierce People,R,0,STEPHEN HOLDEN,Surviving in That Rain Forest East of the Delaware River,2007-09-07,2007-11-30
861,Musician,,1,MATT ZOLLER SEITZ,"Even if You Do Great Art, the Bills Must Still Be Paid",2007-09-05,2007-09-05
862,I Want Someone to Eat Cheese With,R,1,MATT ZOLLER SEITZ,Seeking Special Someone but Finding a Giant Pirate,2007-09-05,
863,Salvador Allende,,0,MANOHLA DARGIS,Clinging to Memories of a Ghost Who Haunts Chile,2007-09-05,2007-09-05
864,Halloween,R,0,MATT ZOLLER SEITZ,"One Part Evil Killer, One Part Case Study",2007-09-01,2007-08-31
865,Exiled,R,1,MATT ZOLLER SEITZ,Gunslingers in Macau: A Far-Eastern Western,2007-08-31,
866,The Nines,R,0,STEPHEN HOLDEN,Mysterious Reflections of Hollywood Paranoia,2007-08-31,
867,10 Questions for the Dalai Lama,Not Rated,1,JEANNETTE CATSOULIS,Spiritual Q & A,2007-08-30,2006-05-01
868,Vanaja,,0,LAURA KERN,A Fairy Tale From India,2007-08-30,2007-08-31
869,Death Sentence,,0,MATT ZOLLER SEITZ,Violence in the Name of Justice,2007-08-30,2007-08-31
870,Self-Medicated,R,0,JEANNETTE CATSOULIS,A Teenager in Search of a Soul,2007-08-30,
871,Ladron Que Roba A Ladron,PG-13,0,JEANNETTE CATSOULIS,Schemes in Spanish,2007-08-30,2007-08-31
872,Quiet City,Not Rated,1,STEPHEN HOLDEN,"Between the Mumbles, Images of Sorrowful Poetry",2007-08-29,
873,The Monastery: Mr. Vig and the Nun,,0,STEPHEN HOLDEN,A Misanthrope and His Crumbling Castle,2007-08-29,2007-08-27
874,Balls of Fury,PG-13,0,A. O. SCOTT,"Seeking Glory, and Fighting Evil, With a Paddle",2007-08-29,2007-08-29
875,War,R,0,ANDY WEBSTER,Martial Arts With a Gun Instead of a Kick,2007-08-25,2007-08-24
876,The Bothersome Man,,1,JEANNETTE CATSOULIS,A New Home With a Stepford Vibe,2007-08-24,2007-08-24
877,Closing Escrow,PG,1,LAURA KERN,Adventures in Real Estate,2007-08-24,
878,Deep Water,PG,1,RACHEL SALTZ,Trouble at Sea,2007-08-24,
879,Skid Row,R,0,JEANNETTE CATSOULIS,The Gritty City,2007-08-24,2007-08-24
880,Resurrecting the Champ,PG-13,0,STEPHEN HOLDEN,Heroes and Has-Beens in Redemption City,2007-08-24,2007-08-24
881,The Nanny Diaries,PG-13,0,STEPHEN HOLDEN,The Devil Wears Down Her Nanny,2007-08-24,2007-08-24
882,Kamp Katrina,,0,MATT ZOLLER SEITZ,A Place for Rebirth,2007-08-24,2007-03-01
883,Illegal Tender,R,0,JEANNETTE CATSOULIS,Losing Gun Contol,2007-08-24,2007-08-24
884,The Hottest State,R,0,STEPHEN HOLDEN,"The Passion Is Plentiful, and So Is the Angst",2007-08-24,
885,Right at Your Door,R,0,NEIL GENZLINGER,Terror and Duct Tape,2007-08-24,
886,Dedication,R,0,JEANNETTE CATSOULIS,"In a World of Heartbreak, He’s a Catch (Quirks a Plus)",2007-08-24,
887,September Dawn,R,0,MATT ZOLLER SEITZ,Mormons Who Massacre,2007-08-24,2007-08-24
888,Mr. Bean's Holiday,PG,0,ANDY WEBSTER,Pratfalls in Every Language,2007-08-24,2007-08-24
889,Hannah Takes the Stairs,,0,MATT ZOLLER SEITZ,"Three Relationships, Seen Through a D.I.Y. Lens",2007-08-22,2007-08-22
890,The Last Legion,PG-13,0,NEIL GENZLINGER,"He Came, He Saw, He Wimped Out",2007-08-20,2007-08-17
891,Superbad,R,1,MANOHLA DARGIS,"For Three Virgins, the Path to Sunrise Is Paved With Excess",2007-08-17,2007-08-17
892,Sunflower,,1,JEANNETTE CATSOULIS,Life and Country in Upheaval,2007-08-17,2007-08-17
893,Primo Levi's Journey,,1,JEANNETTE CATSOULIS,Ordinary People With Extraordinary Stories,2007-08-17,2007-08-17
894,The 11th Hour,PG,1,MANOHLA DARGIS,Helpful Hints for Saving the Planet,2007-08-17,
895,Them,R,0,MATT ZOLLER SEITZ,Things That Go Burble in the Night,2007-08-17,
896,Marigold,PG-13,0,RACHEL SALTZ,A Bratty American Star in Bollywood,2007-08-17,2007-08-17
897,The King of Kong: A Fistful of Quarters,PG-13,0,MATT ZOLLER SEITZ,Kong-Heads for Life,2007-08-17,
898,The Invasion,PG-13,0,MANOHLA DARGIS,Pod People Propagating With a Fierce Indigestion,2007-08-17,2007-08-17
899,Death at a Funeral,R,0,MATT ZOLLER SEITZ,"Death ’n’ Yucks, Hallucinogens ’n’ Stiff Upper Lips",2007-08-17,2007-09-07
900,Manda Bala (Send A Bullet),Not Rated,0,STEPHEN HOLDEN,Something Is Very Rotten in the City of São Paulo,2007-08-17,
901,Delirious,,1,STEPHEN HOLDEN,"Along Both Sides of the Velvet Rope, Shallowness Reigns Supreme",2007-08-15,
902,Zebraman,,0,JEANNETTE CATSOULIS,He’s Doing Whatever a Zebra Can,2007-08-15,2007-08-15
903,Love for Sale,,0,STEPHEN HOLDEN,"Facing a Stark Reality, She Decides on a Raffle of Her Only Salable Asset",2007-08-15,
904,Skinwalkers,R,0,JEANNETTE CATSOULIS,A Werewolf War in Need of a Silver Bullet,2007-08-11,2007-08-10
905,Chak De! India,,0,ANDY WEBSTER,"‘You Go, Girl,’ as Translated Into Hindi",2007-08-11,
906,2 Days in Paris,R,1,STEPHEN HOLDEN,Comprenez-Vous Woody Allen Films? Here’s a Paris Version,2007-08-10,2007-08-31
907,Descent,R,1,MATT ZOLLER SEITZ,A Date Goes Terribly Wrong. Now It’s Time to Return the Favor.,2007-08-10,
908,Stardust,PG-13,0,STEPHEN HOLDEN,"When Stars (Celestial) Fall, and Stars (Hollywood) Fly",2007-08-10,2007-08-10
909,Rush Hour 3,PG-13,0,MANOHLA DARGIS,"It’s Tucker vs. Chan, Round 3",2007-08-10,2007-08-10
910,Rocket Science,R,0,STEPHEN HOLDEN,A Boy Rendered Speechless by Life,2007-08-10,
911,Crossing the Line,,0,MATT ZOLLER SEITZ,"A Defector’s Second Life, Embracing North Korea",2007-08-10,2007-08-10
912,Dans Paris,Not Rated,1,MANOHLA DARGIS,"Two Brothers, One Down and One Out",2007-08-08,
913,Daddy Day Camp,PG,0,MATT ZOLLER SEITZ,"Hey, Kids, Is Everybody Up for Some Guerrilla Warfare?",2007-08-08,2007-08-08
914,Underdog,PG,0,JEANNETTE CATSOULIS,"He’s Still No Seer, but Underdog Is Here",2007-08-04,2007-08-03
915,Cash,,0,ANDY WEBSTER,Bollywood Goes on a Trip to the A.T.M.,2007-08-04,2007-08-03
916,Blame It on Fidel,Not Rated,1,STEPHEN HOLDEN,A Little Girl in the Eye of Her Family’s Political Storms,2007-08-03,
917,Colossal Youth,Not Rated,1,MANOHLA DARGIS,"Life, Assembled One Room at a Time",2007-08-03,
918,The Bourne Ultimatum,PG-13,1,MANOHLA DARGIS,"Still Searching, but With Darker Eyes",2007-08-03,2007-08-03
919,The Willow Tree,,0,STEPHEN HOLDEN,"Blind Man’s Dark Paradise, Laid to Waste by the Gift of Sight",2007-08-03,2007-08-03
