,byline,headline,open_date,pick_or_not,pub_date,rating,title
1561,NICOLAS RAPOLD,"Review: &#8216;Samba,&#8217; About the Travails of an Illegal Immigrant in France",,0,2015-07-23,R,Samba
1562,A. O. SCOTT,Review: ‘Phoenix’ Shows Rebirth and a Ruse in Postwar Germany,2015-07-24,0,2015-07-23,PG-13,Phoenix
1563,MANOHLA DARGIS,Review: &#8216;Paper Towns&#8217; Tries to Fold Significance Into the Everyday,2015-07-24,0,2015-07-23,PG-13,Paper Towns
1564,NEIL GENZLINGER,"Review: &#8216;Lucky Stiff,&#8217; Still Farcical, Returns as a Movie",2015-07-24,0,2015-07-23,,Lucky Stiff
1565,NICOLAS RAPOLD,"Review: In ‘The Vatican Tapes,’ the Sinister Stare of Possession",,0,2015-07-23,PG-13,The Vatican Tapes
1566,A. O. SCOTT,"Review: In &#8216;Southpaw,&#8217; Jake Gyllenhaal Tries to Box His Way Back From Tragedy",2015-07-24,0,2015-07-23,R,Southpaw
1567,NEIL GENZLINGER,"Review: In &#8216;Pixels,&#8217; Attack of the Retro Video Games",2015-07-24,0,2015-07-23,PG-13,Pixels
1568,HELEN T. VERONGOS,"Review: &#8216;Frank the Bastard,&#8217; a Trip Back to Old Crimes at the Commune",2015-07-24,0,2015-07-23,,Frank the Bastard
1569,ANDY WEBSTER,Review: &#8216;Dark Was the Night&#8217; Confronts a Demon in the Woods,2015-07-24,0,2015-07-23,,Dark Was the Night
1570,NEIL GENZLINGER,Review: &#8216;Big Significant Things&#8217; Compares Landmarks in Life and on the Road,2015-07-24,0,2015-07-23,,Big Significant Things
1571,MANOHLA DARGIS,Review: &#8216;Trainwreck&#8217; Delivers the Full Amy Schumer Experience,2015-07-17,1,2015-07-16,R,Trainwreck
1572,NEIL GENZLINGER,Review: ‘The Stanford Prison Experiment’ Revisits the Psychology of Power and Abuse,2015-07-17,1,2015-07-16,R,The Stanford Prison Experiment
1573,MANOHLA DARGIS,"Review: In &#8216;A Hard Day,&#8217; Looney Tunes Meets Cops, Corpses and Crime",,1,2015-07-16,Not Rated,A Hard Day
1574,STEPHEN HOLDEN,"Review: &#8216;Alleluia&#8217; Follows Partners in Crime, but Not Necessarily in Love",,1,2015-07-16,Not Rated,Alleluia
1575,MANOHLA DARGIS,Review: Woody Allen&#8217;s &#8216;Irrational Man&#8217; Explores Life&#8217;s Randomness,2015-08-07,0,2015-07-16,R,Irrational Man
1576,A. O. SCOTT,Review: &#8216;The Look of Silence&#8217; Confronts Individuals and Ideology of Indonesian Massacre,2015-07-17,0,2015-07-16,PG-13,The Look of Silence
1577,NEIL GENZLINGER,Review: Steak (R)evolution Travels the World to Find the Best Beef,,0,2015-07-16,,Steak (R)evolution
1578,NEIL GENZLINGER,"Review: In &#8216;Twinsters,&#8217; Separated-at-Birth Twins Tell Their Own Story",2015-07-17,0,2015-07-16,PG-13,Twinsters
1579,JEANNETTE CATSOULIS,"Review: In &#8216;Northern Limit Line,&#8217; the Koreas Do Battle",2015-07-17,0,2015-07-16,,Northern Limit Line
1580,STEPHEN HOLDEN,"Review: In &#8216;Lila and Eve,&#8217; a Grieving Mother Turns Gun-Toting Vigilante",2015-07-17,0,2015-07-16,R,Lila and Eve
1581,A. O. SCOTT,"Review: For Ian McKellen&#8217;s &#8216;Mr. Holmes,&#8217; Retirement Is Afoot",2015-07-24,0,2015-07-16,PG,Mr. Holmes
1582,DANIEL M. GOLD,Review: &#8216;Famous Nathan&#8217; Tells How Nathan Handwerker Built a Hot Dog Empire,2015-07-17,0,2015-07-16,,Famous Nathan
1583,DANIEL M. GOLD,Review: &#8216;Ardor&#8217; Depicts an Argentine Land Grab and a Quest for Vengeance,0000-00-00,0,2015-07-16,R,Ardor
1584,A. O. SCOTT,"Review: &#8216;Ant-Man,&#8217; With Paul Rudd, Adds to a Superhero Infestation",2015-07-17,0,2015-07-16,PG-13,Ant-Man
1585,STEPHEN HOLDEN,Review: &#8216;Court&#8217; Is Chaitanya Tamhane&#8217;s Unsparing Look at Justice in India,,1,2015-07-14,,Court
1586,ROBERTA SMITH,"Review: &#8216;Jellyfish Eyes,&#8217; a Children&#8217;s Film From Takashi Murakami",,0,2015-07-14,Not Rated,Jellyfish Eyes
1587,MANOHLA DARGIS,"Review: &#8216;Tangerine,&#8217; a Madcap Buddy Picture About Transgender Prostitutes",2015-07-10,1,2015-07-09,R,Tangerine
1588,JEANNETTE CATSOULIS,Review: &#8216;What We Did on Our Holiday&#8217; Transfers Sitcom Formula to the Big Screen,2015-07-10,0,2015-07-09,PG-13,What We Did On Our Holiday
1589,NEIL GENZLINGER,Review: &#8216;The Gallows&#8217; Somehow Finds More Horror Footage,2015-07-10,0,2015-07-09,R,The Gallows
1590,NEIL GENZLINGER,Review: &#8216;Tap World&#8217; Documentary Features a Variety of Quick-Stepping Dancers,2015-07-10,0,2015-07-09,,Tap World
1591,STEPHEN HOLDEN,"Review: &#8216;Stations of the Cross,&#8217; a Portrait of Religious Fervor",2015-07-10,0,2015-07-09,Not Rated,Kreuzweg
1592,BEN KENIGSBERG,Review: &#8216;SlingShot&#8217; Documentary Pitches Solution to Global Water Crisis,2015-07-10,0,2015-07-09,,Slingshot
1593,STEPHEN HOLDEN,Review: Robin Williams as a Hustler-Hiring Husband in &#8216;Boulevard&#8217;,2015-07-10,0,2015-07-09,R,Boulevard
1594,MANOHLA DARGIS,Review: Positions Wanted by Minions Experienced at Serving Evildoers,2015-07-10,0,2015-07-09,PG,Minions
1595,NICOLAS RAPOLD,"Review: &#8216;Meet Me in Montenegro,&#8217; Romance for Ex-Lovers",2015-07-10,0,2015-07-09,,Meet Me in Montenegro
1596,BEN KENIGSBERG,"Review: In &#8216;Strangerland,&#8217; Relocating Does Little to Ease a Family&#8217;s Strains",2015-07-10,0,2015-07-09,R,Strangerland
1597,A. O. SCOTT,"Review: In &#8216;Self/less,&#8217; Immortality at a Cost",2015-07-10,0,2015-07-09,PG-13,Self/Less
1598,NEIL GENZLINGER,"Review: In &#8216;Mad Women,&#8217; a Small-Town Political Family With Issues",2015-07-10,0,2015-07-09,,Mad Women
1599,A. O. SCOTT,"Review: In &#8216;10.000 km,&#8217; Lovers an Ocean Apart Struggle to Connect",2015-07-10,0,2015-07-09,R,"10,000 KM"
1600,STEPHEN HOLDEN,Review: &#8216;Do I Sound Gay?&#8217; Examines a Manner of Speaking,,0,2015-07-09,,Do I Sound Gay?
1601,A. O. SCOTT,Review: &#8216;Stray Dog&#8217; Documents a Complex Veteran,,1,2015-07-02,,Stray Dog
1602,MANOHLA DARGIS,"Review: &#8216;Amy,&#8217; an Intimate Diary of Amy Winehouse&#8217;s Rise and Destruction",2015-07-03,1,2015-07-02,R,Amy
1603,ANDY WEBSTER,Review: &#8216;Stung&#8217; Stars Giant Wasps That Attack the Rich,,0,2015-07-02,Not Rated,Stung
1604,STEPHEN HOLDEN,Review: &#8216;Jimmy&#8217;s Hall&#8217; Pits the Church Against a Populist Gathering Place,,0,2015-07-02,PG-13,Jimmy's Hall
1605,NICOLAS RAPOLD,"Review: In &#8216;Zarafa,&#8217; a Giraffe Journeys in a Hot-Air Balloon",,0,2015-07-02,Not Rated,Zarafa
1606,STEPHEN HOLDEN,"Review: In &#8216;Jackie &amp; Ryan,&#8217; a Handsome Drifter Guides the Way",2015-07-03,0,2015-07-02,PG-13,Jackie & Ryan
1607,MANOHLA DARGIS,"Review: In &#8216;Cartel Land&#8217; Documentary, Vigilantes Wage Drug Wars",2015-07-03,0,2015-07-02,R,Cartel Land
1608,ANDY WEBSTER,Review: &#8216;Closer to God&#8217; Offers a Modern-Day Frankenstein Tale,,0,2015-07-02,,Closer to God
1609,A. O. SCOTT,"Review: &#8216;Magic Mike XXL,&#8217; Fleshing Out a Sequel With Heart as Well as Pecs and Abs",2015-07-01,1,2015-06-30,R,Magic Mike XXL
1610,MANOHLA DARGIS,"Review: In ‘Terminator Genisys,’ Ageless Cyborgs and a Deathless Franchise",2015-07-01,0,2015-06-30,PG-13,Terminator: Genisys
1611,DANIEL M. GOLD,Review: &#8216;Mala Mala&#8217; Shares Experiences of Being Transgender in Puerto Rico,2015-07-01,0,2015-06-30,,Mala Mala
1612,A. O. SCOTT,Review: &#8216;A Poem Is a Naked Person&#8217; Is a Jam Session of a Documentary,,0,2015-06-30,Not Rated,A Poem Is a Naked Person
1613,STEPHEN HOLDEN,"Review: In &#8216;A Little Chaos,&#8217; a Guileless Kate Winslet Offsets a Lavish Versailles",2015-06-26,1,2015-06-25,R,A Little Chaos
1614,ANDY WEBSTER,"Review: In ‘A Borrowed Identity,’ Hearts Torn Between 2 Worlds in Israel",,1,2015-06-25,Not Rated,A Borrowed Identity
1615,JON CARAMANICA,Review: &#8216;Fresh Dressed&#8217; Follows Hip-Hop From the Streets to the Runway,2015-06-26,1,2015-06-25,,Fresh Dressed
1616,ANDY WEBSTER,Review: &#8216;Big Game&#8217; Stars Samuel L. Jackson as a President in Dire Straits,2015-06-26,1,2015-06-25,PG-13,Big Game
1617,ANDY WEBSTER,Review: &#8216;The Midnight Swim&#8217; Investigates a Mother&#8217;s Watery Death,2015-06-26,0,2015-06-25,,The Midnight Swim
1618,DANIEL M. GOLD,Review: &#8216;The Little Death&#8217; Plays With Narrative Form and Fetish,2015-06-26,0,2015-06-25,Not Rated,The Little Death
1619,A. O. SCOTT,Review: Shakespeare and Love Cuddle Up in &#8216;The Princess of France&#8217;,,0,2015-06-25,Not Rated,La princesa de Francia
1620,NICOLAS RAPOLD,"Review: Noah Buschel’s ‘Glass Chin,’ an Updated Working-Class Noir",2015-06-26,0,2015-06-25,,Glass Chin
1621,MANOHLA DARGIS,"Review: In &#8216;Ted 2,&#8217; the Foulmouthed Bear Tries to Prove He&#8217;s Human",2015-06-26,0,2015-06-25,R,Ted 2
1622,STEPHEN HOLDEN,"Review: In &#8216;Runoff,&#8217; a Rural Family Hits Desperate Times",2015-06-26,0,2015-06-25,R,Runoff
1623,A. O. SCOTT,"Review: In &#8216;Max,&#8217; a Shellshocked Dog Reverts to His Heroic Self",2015-06-26,0,2015-06-25,PG,Max
1624,BEN KENIGSBERG,"Review: In &#8216;Felt,&#8217; Amy Everson Plays an Eccentric, Troubled Artist",,0,2015-06-25,Not Rated,Felt
1625,JEANNETTE CATSOULIS,"Review: In &#8216;Batkid Begins&#8217;, a Boy&#8217;s Simple Wish Whips Up Frenzied Adulation",2015-06-26,0,2015-06-25,PG,Batkid Begins: The Wish Heard Around the World
1626,STEPHEN HOLDEN,"Review: In &#8216;7 Minutes,&#8217; From Jay Martin, a Bank Robbery Plan Implodes",2015-06-26,0,2015-06-25,,7 Minutes
1627,JEANNETTE CATSOULIS,Review: &#8216;Escobar: Paradise Lost&#8217; Stars Benicio Del Toro as Drug Lord,2015-06-26,0,2015-06-25,R,Escobar: Paradise Lost
1628,DANIEL M. GOLD,Review: &#8216;A Murder in the Park&#8217; Challenges David Protess&#8217;s Innocence Project,,0,2015-06-25,PG-13,A Murder in the Park
1629,MANOHLA DARGIS,Review: &#8216;Advantageous&#8217; Portrays a Future Where More Things Remain the Same,,0,2015-06-25,,Advantageous
1630,MANOHLA DARGIS,"Review: &#8216;What Happened, Miss Simone?&#8217; Documents Nina Simone&#8217;s Rise as Singer and Activist",2015-06-24,0,2015-06-23,Not Rated,"What Happened, Miss Simone?"
1631,DANIEL M. GOLD,Review: ‘Rubble Kings’ Recounts a Death That Led to a Gang Truce and Changed the Bronx,,1,2015-06-18,,Rubble Kings
1632,A. O. SCOTT,"Review: Pixar’s ‘Inside Out’ Finds the Joy in Sadness, and Vice Versa",2015-06-19,1,2015-06-18,PG,Inside Out
1633,HELEN T. VERONGOS,"Review: &#8216;Phantom Halo,&#8217; a Crime Caper With Thomas Brodie-Sangster",2015-06-19,1,2015-06-18,R,Phantom Halo
1634,JEANNETTE CATSOULIS,"Review: &#8216;Eden,&#8217; a D.J.&#8217;s Passion for Electronic Music, by Mia Hansen-Love",2015-06-19,1,2015-06-18,R,Eden
1635,ANDY WEBSTER,"Review: &#8216;Balls Out,&#8217; a Sports-Movie Satire Packed With &#8216;S.N.L.&#8217; Talent",2015-06-19,1,2015-06-18,R,Balls Out
1636,JEANNETTE CATSOULIS,Review: &#8216;The Face of an Angel&#8217; Dabbles in Murder and Culpability,2015-06-19,0,2015-06-18,,The Face of an Angel
1637,NICOLAS RAPOLD,Review: &#8216;Manglehorn&#8217; Stars Al Pacino as an Aging Curmudgeon,,0,2015-06-18,PG-13,Manglehorn
1638,KEN JAWOROWSKI,"Review: In &#8216;The Wanted 18,&#8217; Palestinians Hide Cows From Israeli Forces",,0,2015-06-18,,The Wanted 18
1639,MANOHLA DARGIS,"Review: In ‘The Overnight,’ Newcomers Try Hard to Make Friends",2015-06-19,0,2015-06-18,R,The Overnight
1640,MANOHLA DARGIS,Review: &#8216;Infinitely Polar Bear&#8217; Traces a Dad&#8217;s Ups and Downs,2015-06-19,0,2015-06-18,R,Infinitely Polar Bear
1641,MANOHLA DARGIS,"Review: ‘Hippocrates’ Offers Life, Death and Teachable Moments",2015-06-19,0,2015-06-18,,Hippocrates: Diary of a French Doctor
1642,DANIEL M. GOLD,Review: &#8216;Gabriel&#8217; Stars Rory Culkin as a Young Man With Mental Illness,2015-06-19,0,2015-06-18,,Gabriel
1643,NICOLAS RAPOLD,Review: &#8216;Evaporating Borders&#8217; Examines the Immigrant Crisis in Cyprus,,0,2015-06-18,,Evaporating Borders
1644,BEN KENIGSBERG,"Review: &#8216;Burying the Ex,&#8217; a Joe Dante Zombie Tale",2015-06-19,0,2015-06-18,R,Burying the Ex
1645,ANDY WEBSTER,"Review: &#8216;ABCD 2,&#8217; TV Dance Stars Try to Rebuild Their Team and Reputation",2015-06-19,0,2015-06-18,,ABCD 2 (Anybody Can Dance 2)
1646,BEN KENIGSBERG,"Review: ‘3 ½ Minutes, Ten Bullets’ Explores a Gas Station Slaying in Florida",,0,2015-06-18,,"3 1/2 Minutes, Ten Bullets"
1647,A. O. SCOTT,"Review: ‘Dope,’ a Teenage Comedy, Plays With Stereotypes",2015-06-19,0,2015-06-18,R,Dope
1648,ANDY WEBSTER,Review: &#8216;Tentacle 8&#8217; Ensnares a Security Analyst in a Maze of Secrets,,0,2015-06-17,,Tentacle 8
1649,A. O. SCOTT,Review: ‘The Tribe’ Communicates Without Words,,0,2015-06-16,Not Rated,The Tribe
1650,ANDY WEBSTER,Review: ‘Hamari Adhuri Kahani’ Tours a Bad Marriage and the Jungle,2015-06-12,0,2015-06-12,,Hamari Adhuri Kahani
1651,MANOHLA DARGIS,Review: &#8216;The Wolfpack&#8217; Shares the Story of Brothers and a Cinematic Lifeline,,1,2015-06-11,R,The Wolfpack
1652,STEPHEN HOLDEN,"Review: In &#8216;The Yes Men Are Revolting,&#8217; Prankster Activists Take On Climate Change",2015-06-12,1,2015-06-11,Not Rated,The Yes Men Are Revolting
1653,STEPHEN HOLDEN,Review: ‘Set Fire to the Stars’ Unleashes Dylan Thomas on America,2015-06-12,0,2015-06-11,Not Rated,Set Fire to the Stars
1654,A. O. SCOTT,Review: &#8216;Madame Bovary&#8217; Features Mia Wasikowska as a Notorious Adulteress,2015-06-12,0,2015-06-11,R,Madame Bovary
1655,STEPHEN HOLDEN,Review: &#8216;Live From New York!&#8217; Celebrates 40 Years of &#8216;Saturday Night Live&#8217;,2015-06-12,0,2015-06-11,,Live From New York!
1656,JEANNETTE CATSOULIS,"Review: In &#8216;The 11th Hour,&#8217; Fertility Anxiety Gets Thriller Treatment",2015-06-12,0,2015-06-11,,The 11th Hour
1657,A. O. SCOTT,"Review: In &#8216;Me and Earl and the Dying Girl,&#8217; a Comfort Zone That Cannot Last",2015-07-01,0,2015-06-11,PG-13,Me and Earl and the Dying Girl
1658,MANOHLA DARGIS,"Review: In &#8216;Jurassic World,&#8217; the Franchise Feeds the Beast",2015-06-12,0,2015-06-11,PG-13,Jurassic World
1659,NICOLAS RAPOLD,"Review: In &#8216;Chagall-Malevich,&#8217; Two Painters Clash in Revolutionary Russia",,0,2015-06-11,,Chagall - Malevich
1660,ANDY WEBSTER,"Review: &#8216;Eli Roth Presents the Stranger,&#8217; a Tale Steeped in Blood",,0,2015-06-11,Not Rated,The Stranger
1661,KEN JAWOROWSKI,Review: &#8216;An Open Secret&#8217; Spotlights Child Sexual Abuse in Hollywood,2015-06-01,0,2015-06-11,PG-13,An Open Secret
1662,JEANNETTE CATSOULIS,Review: Award-Winning Short Films From Sundance,,0,2015-06-09,,2015 Sundance Film Festival Short Film Tour
1663,STEPHEN HOLDEN,Review: &#8216;Testament of Youth&#8217; Recalls the Great War With Little Nostalgia,,1,2015-06-04,PG-13,Testament of Youth
1664,A. O. SCOTT,Review: &#8216;Love &amp; Mercy&#8217; Gets Inside Brian Wilson&#8217;s Head,2015-06-19,1,2015-06-04,PG-13,Love & Mercy
1665,ANDY WEBSTER,Review: &#8216;Insidious: Chapter 3&#8217; Keeps a Franchise Rolling,2015-06-05,1,2015-06-04,PG-13,Insidious: Chapter 3
1666,STEPHEN HOLDEN,"Review: &#8216;Wild Horses,&#8217; a Film by and Starring Robert Duvall",2015-06-05,0,2015-06-04,R,Wild Horses
1667,BEN KENIGSBERG,"Review: &#8216;The Nightmare,&#8217; Rodney Ascher&#8217;s Look at Sleep Paralysis",2015-06-05,0,2015-06-04,Not Rated,The Nightmare
1668,HELEN T. VERONGOS,"Review: In &#8216;We Are Still Here,&#8217; Ghostly Inhabitants Can Be the Toughest to Evict",,0,2015-06-04,Not Rated,We Are Still Here
1669,DANIEL M. GOLD,"Review: In &#8216;United Passions,&#8217; a Fictionalized FIFA, Underwritten by the Soccer Group",,0,2015-06-04,Not Rated,United Passions
1670,A. O. SCOTT,"Review: In &#8216;Spy,&#8217; Melissa McCarthy Is a C.I.A. Drudge Who Goes Rogue",2015-06-05,0,2015-06-04,R,Spy
1671,BEN KENIGSBERG,"Review: In &#8216;Patch Town,&#8217; Animated Toys Work the Factory Line",2015-06-05,0,2015-06-04,,Patch Town
1672,NICOLAS RAPOLD,"Review: In &#8216;Charlie&#8217;s Country,&#8217; a Refugee in His Homeland",,0,2015-06-04,,Charlie's Country
1673,NICOLAS RAPOLD,"Review: &#8216;Hungry Hearts,&#8217; a Drama About Love and Obsession",,0,2015-06-04,,Hungry Hearts
1674,ANDY WEBSTER,Review: &#8216;Freedom&#8217; Stars Cuba Gooding Jr. as a Slave Fleeing to Canada,2015-06-05,0,2015-06-04,R,Freedom
1675,JEANNETTE CATSOULIS,"Review: &#8216;Doomsdays,&#8217; a Jaunt Into Strangers&#8217; Homes in the Catskills",2015-06-05,0,2015-06-04,,Doomsdays
1676,DANIEL M. GOLD,"Review: &#8216;Every Last Child,&#8217; a Front-Line View of the Polio Crisis in Pakistan",2015-06-05,1,2015-06-02,,Every Last Child
1677,A. O. SCOTT,"Review: &#8216;A Pigeon Sat on a Branch,&#8217; Roy Andersson&#8217;s Rumination on Life",,1,2015-06-02,PG-13,A Pigeon Sat on a Branch Reflecting on Existence
1678,A. O. SCOTT,"Review: &#8216;Entourage,&#8217; the Screen Is Bigger, but Nothing Is Better",2015-06-03,0,2015-06-02,R,Entourage
1679,NICOLAS RAPOLD,Review: ‘Uncertain Terms’ Enters a Home for Pregnant Young Women,2015-05-29,0,2015-05-29,,Uncertain Terms
1680,NEIL GENZLINGER,"Review: In &#8216;Survivor,&#8217; a Thriller About Terrorism, Milla Jovovich Is on the Run",2015-05-29,0,2015-05-29,PG-13,Survivor
1681,NEIL GENZLINGER,"Review: In ‘Barely Lethal,’ a Secret Agent Finds High School Highly Perilous",,0,2015-05-29,PG-13,Barely Lethal
1682,A. O. SCOTT,Review: &#8216;Results&#8217; Tracks Exertions in Matters of the Cardio,,1,2015-05-28,R,Results
1683,STEPHEN HOLDEN,"Review: In &#8216;Tu Dors Nicole,&#8217; the Daughter Loafs While the Parents Are Away",,1,2015-05-28,Not Rated,Tu dors Nicole
1684,JEANNETTE CATSOULIS,"Review: In &#8216;I Believe in Unicorns,&#8217; a Princess Meets Her Punk Prince Charming",,1,2015-05-28,,I Believe in Unicorns
1685,NICOLAS RAPOLD,Review: &#8216;Heaven Knows What&#8217; Dramatizes a Young Junkie&#8217;s Life,2015-05-29,1,2015-05-28,R,Heaven Knows What
1686,JEANNETTE CATSOULIS,"Review: ‘Unfreedom,’ a Raj Amit Kumar Tale of Sex, Religion and Tradition",2015-05-29,0,2015-05-28,,Unfreedom
1687,JEANNETTE CATSOULIS,Review: &#8216;The True Cost&#8217; Investigates High Price of Fashion Bargains,2015-05-29,0,2015-05-28,PG-13,The True Cost
1688,NEIL GENZLINGER,"Review: ‘Sunset Edge,’ Where Mysteries Lurk at an Abandoned Trailer Park",,0,2015-05-28,,Sunset Edge
1689,A. O. SCOTT,"Review: In ‘San Andreas,’ Dwayne Johnson Rushes to Rescue His Collapsing World",2015-05-29,0,2015-05-28,PG-13,San Andreas
1690,STEPHEN HOLDEN,"Review: &#8216;Gemma Bovery,&#8217; a Modern Sex Comedy With a Nod to Flaubert",,0,2015-05-28,R,Gemma Bovery
1691,A. O. SCOTT,"Review: ‘Aloha,’ a Hangout Movie With Bradley Cooper and Emma Stone in Hawaii",2015-05-29,0,2015-05-28,PG-13,Aloha
1692,JEANNETTE CATSOULIS,Review: &#8216;Guidelines&#8217; Is Jean-Fran&ccedil;ois Caissy&#8217;s Look at High School,,1,2015-05-25,,La marche à suivre
1693,JEANNETTE CATSOULIS,"Review: ‘When Marnie Was There,’ by Studio Ghibli, Animates a Friendship With Ominous Undertones",,0,2015-05-21,PG,When Marnie Was There
1694,A. O. SCOTT,"Review: &#8216;Tomorrowland,&#8217; Brad Bird&#8217;s Lesson in Optimism",2015-05-22,0,2015-05-21,PG,Tomorrowland
1695,STEPHEN HOLDEN,Review: &#8216;The Farewell Party&#8217; Finds Laughs in Euthanasia,2015-05-22,0,2015-05-21,,Mita Tova
1696,NEIL GENZLINGER,"Review: &#8216;Sunshine Superman,&#8217; About the High-Flying Daredevil Carl Boenish",2015-05-22,0,2015-05-21,PG,Sunshine Superman
1697,NICOLAS RAPOLD,"Review: &#8216;Seeds of Time,&#8217; a Documentary on a Crusader for Crop Diversity",2015-05-22,0,2015-05-21,,Seeds of Time
1698,STEPHEN HOLDEN,"Review: &#8216;Love at First Fight,&#8217; a Romance in the Wild",,0,2015-05-21,Not Rated,Love At First Fight
1699,NEIL GENZLINGER,"Review: In &#8216;Something Better to Come,&#8217; Growing Up in a Garbage Dump",,0,2015-05-21,,Something Better to Come
1700,JEANNETTE CATSOULIS,Review: In ‘Human Centipede 3’ There’s No Humanity Left,,0,2015-05-21,Not Rated,Human Centipede 3: Final Sequence
1701,A. O. SCOTT,Review: &#8216;Aloft&#8217; Trains an Eagle Eye on Human Misery,,0,2015-05-21,R,Aloft
1702,BEN KENIGSBERG,"Review: &#8216;The Japanese Dog,&#8217; a Family Reunion in Romania",,0,2015-05-20,,The Japanese Dog
1703,A. O. SCOTT,Review: &#8216;G&uuml;eros&#8217; Amid the Mexican Student Protests of 1999,,0,2015-05-19,Not Rated,Güeros
1704,RACHEL SALTZ,Review: ‘Bombay Velvet’ Is a Bollywood Ode to American Gangster Movies,2015-05-15,0,2015-05-15,,Bombay Velvet
1705,A. O. SCOTT,"Review: ‘Mad Max: Fury Road,’ Still Angry After All These Years",2015-05-15,1,2015-05-14,R,Mad Max: Fury Road
1706,STEPHEN HOLDEN,Review: &#8216;Good Kill&#8217; Stars Ethan Hawke Fighting Enemies Half a World Away,2015-05-15,1,2015-05-14,R,Good Kill
1707,NEIL GENZLINGER,"&#8216;Every Secret Thing,&#8217; an Unsettling Story of When Babies Go Missing",,1,2015-05-14,R,Every Secret Thing
